As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Victoria River,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,,3
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,7
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,5
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,,2
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Alligator,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Petermann - Simpson,2
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tiwi Islands,2
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,West Arnhem,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,1
3/01/2024,2022,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Tennant Creek,,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,Alice Springs,,39
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,Darwin,,51
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,Katherine,,7
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,Nhulunbuy,,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Alligator,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Barkly,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Daly,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Gulf,3
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,6
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,4
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,6
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,9
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Tiwi Islands,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Victoria River,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Virginia,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,West Arnhem,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,NT Balance,Yuendumu - Anmatjere,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,Palmerston,,11
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,No,Tennant Creek,,4
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,Alice Springs,,49
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,Darwin,,29
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,Katherine,,15
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Alligator,3
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Anindilyakwa,7
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Barkly,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,East Arnhem,18
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Elsey,7
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Gulf,6
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Howard Springs,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Humpty Doo,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Petermann - Simpson,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Sandover - Plenty,5
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tanami,19
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Thamarrurr,7
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tiwi Islands,6
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Victoria River,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,West Arnhem,6
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,6
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Unknown ,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,Palmerston,,9
3/01/2024,2022,6,Acts intended to cause Injury,Assault,No,Yes,Tennant Creek,,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,Alice Springs,,22
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,Darwin,,33
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,Katherine,,3
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,Nhulunbuy,,4
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Barkly,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Daly,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,East Arnhem,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Gulf,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Howard Springs,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Petermann - Simpson,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Tiwi Islands,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Weddell,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,West Arnhem,3
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Unknown ,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,11
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,No,Tennant Creek,,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,Alice Springs,,92
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,Darwin,,54
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,Katherine,,26
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,Nhulunbuy,,8
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Anindilyakwa,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Barkly,4
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Daly,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,East Arnhem,5
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Elsey,15
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Gulf,6
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Sandover - Plenty,4
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tanami,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Thamarrurr,2
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tiwi Islands,3
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Victoria River,1
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,West Arnhem,5
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,Palmerston,,34
3/01/2024,2022,6,Acts intended to cause Injury,Assault,Yes,Yes,Tennant Creek,,14
3/01/2024,2022,6,Acts intended to cause Injury,Other acts intended to cause injury,-,-,Darwin,,1
3/01/2024,2022,6,Acts intended to cause Injury,Other acts intended to cause injury,-,-,Palmerston,,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,,60
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,,30
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,,22
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,,3
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,2
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Barkly,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Daly,2
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,7
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,4
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,4
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,5
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Sandover - Plenty,3
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,8
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Victoria River,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,4
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Weddell,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,12
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,2
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,,12
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,,17
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,,7
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,,4
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,,6
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Barkly,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,East Arnhem,3
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Gulf,2
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Petermann - Simpson,2
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Virginia,1
3/01/2024,2022,6,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,,1
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,Alice Springs,,34
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,Darwin,,25
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,Katherine,,7
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,Nhulunbuy,,1
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,4
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,3
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,1
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Petermann - Simpson,2
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,4
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,2
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,1
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Virginia,1
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,5
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,Palmerston,,22
3/01/2024,2022,6,House break-ins,House break-ins actual,-,-,Tennant Creek,,5
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,Alice Springs,,7
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,Darwin,,7
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,Katherine,,1
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,Nhulunbuy,,2
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,NT Balance,Petermann - Simpson,2
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,NT Balance,Tanami,1
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,NT Balance,Weddell,1
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,NT Balance,West Arnhem,2
3/01/2024,2022,6,House break-ins,House break-ins attempted,-,-,Palmerston,,4
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,16
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,37
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,,12
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Barkly,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Daly,2
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Gulf,2
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,6
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Petermann - Simpson,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tanami,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Victoria River,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,18
3/01/2024,2022,6,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,,3
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,,32
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,,40
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,,2
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Alligator,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,East Arnhem,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Petermann - Simpson,4
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Victoria River,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Virginia,2
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,1
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,,5
3/01/2024,2022,6,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Tennant Creek,,1
3/01/2024,2022,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,,6
3/01/2024,2022,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,,3
3/01/2024,2022,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Katherine,,2
3/01/2024,2022,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2022,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Thamarrurr,1
3/01/2024,2022,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Virginia,1
3/01/2024,2022,6,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,,2
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,Alice Springs,,397
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,Darwin,,211
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,Katherine,,38
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,10
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,12
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,8
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,6
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,2
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,25
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,3
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,7
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,10
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,1
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,9
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,5
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,7
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,7
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,7
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,2
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,2
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,3
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,10
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,6
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Unknown ,1
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,Palmerston,,94
3/01/2024,2022,6,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,35
3/01/2024,2022,6,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,,1
3/01/2024,2022,6,Robbery - extortion and related offences,Robbery,-,-,Darwin,,14
3/01/2024,2022,6,Robbery - extortion and related offences,Robbery,-,-,Katherine,,1
3/01/2024,2022,6,Robbery - extortion and related offences,Robbery,-,-,NT Balance,Tanami,1
3/01/2024,2022,6,Robbery - extortion and related offences,Robbery,-,-,Palmerston,,3
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,8
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,Darwin,,14
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,Katherine,,4
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,2
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,2
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Victoria River,1
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Weddell,1
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,NT Balance,West Arnhem,1
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,Palmerston,,3
3/01/2024,2022,6,Sexual assault and related offences,Sexual assault,-,-,Tennant Creek,,1
3/01/2024,2022,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Alice Springs,,2
3/01/2024,2022,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Darwin,,3
3/01/2024,2022,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Anindilyakwa,1
3/01/2024,2022,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Howard Springs,1
3/01/2024,2022,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,Victoria River,1
3/01/2024,2022,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,,1
3/01/2024,2022,6,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Tennant Creek,,2
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,141
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,249
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,35
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,7
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,3
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,3
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Daly,2
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,4
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,1
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,3
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,5
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,10
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,2
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,7
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,4
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,1
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,3
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,11
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,3
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,6
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Unknown ,2
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,62
3/01/2024,2022,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,13
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,,1
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Gulf,1
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,,1
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,,2
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Humpty Doo,1
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Tennant Creek,,1
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,5
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,5
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Howard Springs,1
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Sandover - Plenty,2
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Victoria River,1
3/01/2024,2022,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,2
3/01/2024,2022,7,Acts intended to cause Injury,Assault,No,No,Alice Springs,,49
3/01/2024,2022,7,Acts intended to cause Injury,Assault,No,No,Darwin,,63
3/01/2024,2022,7,Acts intended to cause Injury,Assault,No,No,Katherine,,11
3/01/2024,2022,7,Acts intended to cause Injury,Assault,No,No,Nhulunbuy,,1
